SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
212051323,6165,6581,12744,2578,1560,4142,874,1590,2466,119,172,290,255,259,513,3822,3580,7410,2119,2757,4879,6.7,7.2,6.9,62,54.4,58.1,57.9,50.5,54.1,706,633,1343,177,255,430,1514,1608,3118,540,704,1246,713,320,1031,28,39,67,68,123,187,808,479,1284,5884,6224,12112,1116,1133,2251,4178,4419,8601,2688,2768,5456
212051324,7328,7828,15156,3220,1834,5052,1013,1860,2867,161,220,385,278,286,569,4675,4205,8874,2277,3254,5530,5.9,6.8,6.4,63.8,53.7,58.6,60,50,54.8,838,717,1548,189,282,470,1700,1870,3569,663,814,1480,891,393,1278,29,51,85,76,126,206,994,574,1568,6807,7359,14163,1469,1380,2849,4718,5214,9930,3277,3291,6565
212051325,7880,8147,16027,3551,1998,5550,981,1836,2818,219,222,439,324,274,592,5074,4335,9409,2382,3362,5751,6.4,6.3,6.3,64.4,53.2,58.7,60.3,49.8,55,550,481,1034,122,195,322,1443,1575,3023,694,816,1516,1399,581,1975,33,58,88,101,154,253,1523,795,2319,7738,7917,15656,1102,1101,2204,5479,5672,11148,3001,2993,5996
212051326,8754,9058,17810,3867,2305,6174,1272,2162,3440,212,252,462,405,375,777,5755,5096,10845,2486,3462,5954,7,7.4,7.2,65.7,56.3,60.9,61.1,52.1,56.6,782,744,1531,180,278,455,1716,1974,3690,741,870,1610,1300,557,1864,44,95,140,94,164,260,1444,822,2262,7925,8239,16171,1681,1660,3341,5211,5608,10817,4080,3958,8042
212051327,7959,8701,16658,3344,1928,5277,1092,2077,3168,163,176,333,292,248,544,4888,4432,9322,2802,3949,6756,6,5.6,5.8,61.4,50.9,56,57.8,48.1,52.7,776,602,1380,150,278,424,1745,1831,3575,709,896,1609,1134,468,1606,33,68,98,96,194,290,1260,731,1990,7976,8478,16452,985,1057,2039,6110,6409,12521,2657,2895,5552
213011328,3477,3071,6551,1310,626,1934,506,590,1101,97,85,186,262,222,486,2185,1516,3702,977,1273,2257,12,14.6,13.1,62.8,49.4,56.5,55,42.4,49.2,164,132,293,35,67,103,377,414,789,266,289,552,556,272,833,31,31,64,46,51,98,634,355,998,2914,2713,5631,707,584,1297,1673,1664,3335,1795,1473,3274
213011329,3666,3799,7470,1730,983,2708,516,912,1434,121,112,236,190,199,395,2562,2210,4765,952,1428,2385,7.4,9,8.3,69.9,58.2,63.8,64.6,52.8,58.6,115,101,218,31,57,86,562,716,1281,288,300,590,479,293,772,30,43,68,56,69,123,568,397,964,4085,4165,8252,380,383,766,3100,3177,6270,1150,1157,2310
213011330,9857,10146,19998,4423,2449,6873,1242,2061,3300,368,351,716,593,549,1144,6622,5407,12031,2592,4064,6659,9,10.2,9.5,67.2,53.3,60.2,61.2,47.9,54.5,341,345,691,63,133,196,1211,1611,2822,797,918,1717,1716,877,2596,98,111,208,155,222,371,1967,1203,3171,10326,10499,20825,1493,1480,2975,6493,6650,13144,4411,4457,8866
213011331,3300,3582,6884,1407,817,2222,427,732,1154,98,116,209,235,220,452,2161,1877,4035,976,1528,2503,10.9,11.7,11.2,65.5,52.4,58.6,58.5,46.5,52.1,48,66,122,18,48,65,312,406,715,225,294,520,653,325,983,25,46,73,32,78,108,714,446,1166,3392,3603,6992,351,359,712,2616,2795,5410,958,1063,2017
213011332,5446,5550,10993,2323,1254,3577,709,1248,1951,160,160,318,286,253,540,3479,2912,6395,1723,2435,4158,8.2,8.7,8.4,63.9,52.5,58.2,58.6,48,53.2,152,124,269,47,101,145,560,705,1264,420,525,944,1180,487,1671,31,71,99,83,102,188,1296,663,1961,5555,5705,11262,544,522,1070,4426,4484,8912,1447,1517,2961
213011333,5539,5677,11219,1925,1007,2941,718,972,1690,160,154,313,367,343,714,3178,2476,5655,2005,2865,4870,11.5,13.9,12.6,57.4,43.6,50.4,50.6,37.6,44.1,66,66,129,26,40,68,429,510,933,350,458,800,894,487,1384,55,65,121,79,111,191,1024,667,1693,5545,5628,11176,701,715,1412,4188,4271,8456,1740,1751,3488
213011334,8332,8306,16637,2664,1367,4026,1148,1327,2473,246,209,456,568,519,1090,4634,3413,8049,3004,4206,7210,12.3,15.2,13.5,55.6,41.1,48.4,48.7,35,41.8,200,212,417,53,68,125,750,782,1540,581,638,1220,1292,678,1968,60,96,152,114,130,249,1466,900,2367,7507,7590,15097,1449,1336,2785,5084,5299,10388,3403,3196,6601
213011335,7221,7121,14336,2206,1163,3367,1094,1241,2330,239,161,393,502,457,961,4034,3013,7051,2581,3555,6134,12.4,15.2,13.6,55.9,42.3,49.2,49,36,42.5,176,163,343,32,55,85,704,720,1431,510,508,1021,891,517,1409,47,77,124,91,104,198,1034,699,1729,6603,6644,13251,1157,1027,2184,4576,4871,9442,2843,2428,5273
213011336,4236,3873,8110,1589,805,2393,659,816,1480,124,119,244,292,238,529,2667,1986,4648,1216,1608,2827,10.9,12,11.4,63,51.3,57.3,56,44.9,50.8,189,146,337,60,100,160,569,670,1240,332,285,621,616,266,882,32,53,91,43,62,104,689,385,1067,3633,3411,7046,905,783,1687,2182,2203,4384,2106,1774,3883
213011337,4761,4866,9625,1679,954,2633,654,861,1520,146,115,256,321,305,625,2795,2239,5038,1636,2321,3955,11.5,13.6,12.4,58.7,46,52.3,52.1,39.7,45.8,105,111,219,24,57,80,494,552,1043,307,336,646,619,334,951,27,53,81,52,64,117,700,454,1147,4489,4668,9158,833,757,1589,3097,3314,6410,1951,1813,3771
213011338,7658,7649,15305,2768,1497,4260,1008,1275,2282,232,194,424,533,471,997,4535,3431,7968,2641,3727,6371,11.8,13.7,12.5,59.2,44.9,52.1,52.3,38.8,45.5,202,205,402,39,97,136,795,925,1719,508,601,1105,1075,567,1644,63,66,125,98,127,232,1228,766,2000,7305,7488,14791,1160,1043,2196,5004,5291,10296,3052,2828,5883
213011339,4707,4957,9671,2234,1272,3503,699,1113,1809,143,154,294,240,301,538,3314,2832,6145,1055,1720,2780,7.2,10.6,8.8,70.4,57.1,63.5,65.3,51.2,58,177,205,379,45,92,133,600,770,1368,449,482,927,932,477,1411,35,52,87,51,104,162,1019,635,1651,4629,4799,9432,730,748,1479,3225,3347,6575,1874,1981,3858
213011340,7278,7312,14585,3655,1943,5599,1010,2027,3037,220,229,445,311,263,572,5189,4470,9657,1784,2535,4324,6,5.9,5.9,71.3,61.1,66.2,67.1,57.4,62.3,208,171,377,90,127,218,948,1134,2085,605,721,1324,1619,558,2180,42,72,114,107,171,276,1766,811,2570,7518,7535,15059,582,564,1146,6383,6376,12754,1553,1553,3114
213021341,5086,5509,10589,2413,1478,3892,595,1251,1847,125,169,290,190,173,365,3328,3065,6390,1453,2119,3573,5.7,5.6,5.7,65.4,55.6,60.3,61.6,52.6,56.9,267,323,589,101,221,317,795,1013,1810,462,579,1038,1164,406,1572,17,43,61,99,116,215,1284,565,1849,4740,5104,9843,768,849,1621,3210,3413,6623,2138,2347,4487
213021342,7737,8221,15956,3646,2055,5705,917,1831,2745,217,236,455,411,352,766,5192,4476,9668,2152,3328,5484,7.9,7.9,7.9,67.1,54.4,60.6,61.8,50.1,55.8,264,282,543,89,188,279,858,1188,2038,610,785,1392,1668,764,2437,55,92,145,120,177,293,1841,1028,2870,7535,7889,15426,1049,1138,2187,5586,5838,11416,2665,2858,5522
213021343,5603,5890,11491,2350,1358,3713,626,948,1578,151,159,311,246,216,469,3377,2692,6067,1828,2775,4603,7.3,8,7.7,60.3,45.7,52.8,55.8,41.9,48.8,174,207,381,52,137,191,670,795,1471,349,503,852,1069,420,1490,36,56,96,77,105,181,1178,579,1764,5299,5466,10768,918,937,1861,3554,3779,7332,2294,2341,4634
213021344,6761,7156,13917,3751,2476,6226,856,1828,2681,193,274,472,255,212,467,5057,4796,9849,1388,2010,3395,5,4.4,4.7,74.8,67,70.8,71,64,67.4,502,605,1107,205,376,582,1497,1868,3359,599,730,1323,1235,488,1716,34,52,88,91,104,189,1354,639,1998,6581,6913,13495,1273,1337,2610,4207,4447,8655,3219,3390,6611
213021345,1941,2039,3981,1015,561,1577,230,488,723,47,74,122,101,107,207,1396,1231,2622,428,679,1102,7.2,8.7,7.9,71.9,60.4,65.9,66.6,55.1,60.8,96,103,199,33,49,83,252,344,594,152,228,379,428,187,614,9,29,39,35,29,62,469,247,710,2040,2161,4202,229,255,487,1539,1570,3112,623,715,1334
213021346,6032,6493,12527,2880,1773,4650,793,1759,2557,166,187,352,204,207,412,4044,3927,7973,1630,2193,3824,5,5.3,5.2,67,60.5,63.6,63.6,57.3,60.3,540,608,1151,182,384,563,1360,1563,2922,536,647,1184,920,332,1253,23,47,77,70,107,179,1019,487,1510,5913,6141,12052,1015,1028,2050,4128,4422,8548,2583,2569,5148
213031347,7559,7538,15098,2952,1824,4779,1195,1405,2597,201,222,424,565,465,1024,4913,3912,8826,2121,3056,5179,11.5,11.9,11.6,65,51.9,58.5,57.5,45.8,51.7,437,380,817,85,150,231,1289,1390,2677,608,602,1214,801,504,1308,48,51,102,88,109,198,941,664,1605,6641,6665,13303,1566,1467,3026,4014,4257,8269,3761,3525,7288
213031348,7615,6902,14513,2944,2009,4957,1402,1497,2904,187,197,389,514,429,935,5045,4134,9181,1828,2123,3957,10.2,10.4,10.2,66.3,59.9,63.3,59.5,53.7,56.8,748,671,1418,173,285,454,1725,1654,3377,664,575,1233,706,360,1066,48,65,111,75,88,161,827,508,1334,5443,5006,10454,2008,1801,3807,2561,2511,5072,4621,4078,8705
213031349,5133,5287,10421,2601,1747,4349,751,1287,2041,139,139,275,224,256,479,3714,3438,7144,1083,1493,2572,6,7.4,6.7,72.4,65,68.6,68,60,64,441,393,834,102,185,287,1095,1264,2359,497,531,1023,677,334,1014,26,49,82,61,84,145,772,465,1234,4290,4391,8683,1211,1178,2390,2587,2751,5342,2714,2676,5394
213031350,3672,3841,7513,1894,1387,3278,552,929,1482,104,150,256,160,162,328,2712,2634,5344,740,975,1720,5.9,6.2,6.1,73.9,68.6,71.1,69.4,64.2,66.8,318,403,715,129,268,392,918,1093,2016,345,365,714,459,215,674,19,18,43,49,59,105,528,297,820,3429,3474,6905,706,758,1462,2069,2097,4170,1810,1908,3721
213031351,4910,4617,9526,2230,1371,3602,816,1169,1983,118,157,278,306,245,556,3469,2946,6414,1106,1389,2496,8.8,8.3,8.7,70.7,63.8,67.3,64.4,58.4,61.5,433,378,806,141,221,363,1008,1066,2076,459,432,884,646,345,989,35,43,75,39,56,98,719,442,1164,4277,4139,8418,1018,901,1921,2597,2618,5210,2454,2146,4599
213031352,5770,6240,12012,3173,2234,5410,745,1540,2281,133,233,367,254,188,440,4301,4193,8497,1121,1665,2791,5.9,4.5,5.2,74.5,67.2,70.7,70.2,64.2,67.1,408,553,963,192,341,532,1389,1758,3147,465,606,1071,874,348,1220,27,42,76,73,88,164,977,485,1462,5479,5822,11300,1004,1105,2114,3540,3835,7376,2636,2797,5437
213041353,7773,8307,16082,3863,1974,5846,810,2144,2954,239,273,514,300,295,597,5219,4683,9900,2116,3165,5287,5.7,6.3,6,67.1,56.4,61.6,63.2,52.9,57.9,160,196,356,89,223,311,553,953,1507,554,917,1471,2282,1035,3317,56,121,183,112,207,322,2459,1369,3821,8002,8285,16285,1111,1247,2358,5223,5316,10547,3398,3837,7237
213041355,7516,7837,15356,4278,2272,6553,935,2247,3176,212,300,515,333,355,691,5756,5176,10932,1378,2277,3651,5.8,6.9,6.3,76.6,66,71.2,72.2,61.5,66.7,234,247,478,80,190,264,880,1364,2242,687,855,1542,1818,829,2642,40,109,153,113,200,316,1976,1135,3113,7988,8192,16181,1185,1266,2455,5259,5361,10619,3479,3645,7123
213041356,7244,7656,14907,3161,1606,4771,776,1587,2363,251,225,475,417,392,814,4610,3811,8421,2151,3319,5470,9,10.3,9.7,63.6,49.8,56.5,57.8,44.6,51,87,93,173,48,109,159,323,568,892,458,744,1206,1955,1060,3016,83,131,215,143,190,335,2188,1380,3571,7215,7450,14665,1175,1194,2364,5073,5121,10198,2861,3057,5917
213041357,8641,9143,17784,4175,2130,6309,827,1951,2783,255,286,536,490,475,962,5739,4845,10585,2328,3694,6019,8.5,9.8,9.1,66.4,53,59.5,60.8,47.8,54.1,227,217,445,73,155,222,632,929,1553,640,886,1528,2213,1272,3487,77,155,231,143,209,352,2426,1645,4070,8434,8691,17127,1857,2024,3874,4661,4778,9439,4878,5171,10045
213041358,6344,6756,13101,3222,1675,4894,697,1625,2320,203,227,422,287,321,606,4398,3844,8244,1502,2471,3980,6.5,8.4,7.4,69.3,56.9,62.9,65,52.2,58.3,120,101,225,42,100,140,390,640,1032,449,719,1175,1709,993,2701,65,131,201,109,169,281,1892,1297,3186,6510,6828,13341,1148,1249,2400,4057,4116,8174,3054,3441,6497
213041359,1612,1116,2734,287,119,409,93,160,250,41,28,67,36,24,61,454,330,785,1010,649,1664,7.9,7.3,7.8,28.2,29.6,28.7,26.1,27.5,26.6,5,6,13,0,3,3,37,37,73,32,52,91,178,64,242,0,12,9,10,12,22,191,90,277,700,620,1320,129,96,227,544,491,1037,234,200,437
213041360,6643,6947,13587,3741,1949,5690,793,1834,2633,219,239,462,308,325,636,5062,4350,9410,1321,2316,3643,6.1,7.5,6.8,76.2,62.6,69.3,71.5,57.9,64.7,260,288,551,62,140,207,941,1269,2206,596,774,1373,1390,660,2052,40,85,126,99,148,252,1532,892,2429,7905,8136,16042,904,984,1885,5287,5355,10642,2965,3142,6113
213041461,1776,1961,3742,842,463,1303,215,413,621,59,51,108,90,88,186,1202,1015,2222,509,868,1384,7.5,8.7,8.4,67.7,51.8,59.4,62.8,47.3,54.3,42,39,83,11,24,35,194,280,479,149,181,326,364,182,552,17,21,43,40,55,90,419,264,683,1838,2012,3849,280,324,606,1360,1553,2919,657,691,1344
213041462,2086,2170,4259,1146,618,1764,286,558,847,63,64,125,106,109,218,1604,1350,2956,393,728,1120,6.6,8.1,7.4,76.9,62.2,69.4,71.7,57.1,64.2,117,111,235,19,43,64,330,419,746,201,254,455,341,215,555,12,18,36,37,46,84,387,278,666,2445,2451,4901,336,361,697,1559,1564,3118,973,985,1957
213041463,7178,7532,14707,3916,2183,6102,860,1972,2827,215,255,471,352,358,711,5347,4770,10112,1411,2345,3757,6.6,7.5,7,74.5,63.3,68.8,69.5,58.6,63.9,358,334,685,126,197,322,1089,1462,2548,632,827,1459,1346,747,2092,45,79,126,113,179,292,1508,1002,2513,7798,7980,15777,1196,1257,2459,5053,5134,10187,3438,3644,7077
213051361,7683,7774,15461,3778,1976,5753,1051,1964,3008,240,246,489,393,385,779,5464,4569,10031,1787,2784,4578,7.2,8.4,7.8,71.1,58.8,64.9,66,53.8,59.8,266,252,522,64,131,193,723,973,1695,651,821,1471,1840,836,2674,58,86,144,108,156,265,2003,1082,3085,7772,7814,15587,1028,1005,2033,5816,5860,11675,2634,2616,5243
213051362,7725,7956,15677,3344,1789,5129,987,1762,2749,232,205,434,457,445,904,5021,4205,9218,2281,3356,5636,9.1,10.6,9.8,65,52.9,58.8,59.1,47.2,53,346,290,636,89,137,228,766,934,1695,632,741,1378,1680,888,2562,61,97,158,116,190,307,1855,1176,3026,7729,7809,15539,1153,1174,2335,5467,5585,11056,3003,3015,6019
213051363,3736,3392,7129,1731,928,2661,561,697,1261,126,116,242,222,212,434,2643,1954,4593,819,1212,2026,8.4,10.8,9.4,70.7,57.6,64.4,64.7,51.3,58.4,380,337,718,61,67,132,645,708,1349,335,325,658,503,265,770,16,41,55,25,41,72,551,349,895,3149,2921,6063,1016,920,1932,1350,1288,2638,2530,2296,4827
213051365,12110,12494,24600,6775,3506,10277,1554,2862,4412,401,454,856,626,776,1408,9353,7599,16954,2077,4208,6290,6.7,10.2,8.3,77.2,60.8,68.9,72.1,54.6,63.2,1251,1114,2361,165,200,366,1899,2442,4338,1273,1413,2685,2001,1249,3251,88,131,222,152,240,388,2244,1618,3863,12903,13021,25924,2873,2953,5830,6437,6491,12930,7889,8039,15920
213051366,9072,7747,16819,4571,2314,6881,1149,1548,2697,279,303,583,424,501,925,6421,4665,11083,2215,2660,4880,6.6,10.7,8.3,70.8,60.2,65.9,66.1,53.8,60.4,1084,867,1945,157,176,332,1583,1790,3369,898,912,1814,1013,651,1662,47,63,106,113,119,228,1172,827,2005,7750,7539,15284,2535,2401,4936,2867,2844,5711,6309,6047,12359
213051368,4610,4863,9473,2131,1136,3268,542,1089,1635,121,148,269,195,201,391,2990,2580,5564,1319,1994,3314,6.5,7.8,7,64.9,53.1,58.7,60.6,48.8,54.6,142,140,283,65,110,176,426,642,1067,347,517,861,1078,423,1499,35,54,93,70,104,172,1177,580,1756,4252,4375,8622,808,881,1692,3005,3070,6072,1846,1973,3819
213051369,8209,8685,16894,4541,2351,6887,907,2071,2980,214,313,529,465,501,965,6126,5240,11363,1625,2982,4610,7.6,9.6,8.5,74.6,60.3,67.3,69,54.5,61.5,489,409,899,88,165,248,813,1166,1977,703,1074,1776,1971,1202,3169,65,108,174,120,173,298,2157,1484,3641,8702,9001,17698,1720,1853,3575,4873,4960,9839,4695,5073,9767
213051464,4479,4505,8990,2628,1376,4006,550,1078,1628,117,136,249,195,245,436,3494,2831,6328,733,1427,2157,5.6,8.7,6.9,78,62.8,70.4,73.6,57.5,65.4,446,379,824,86,126,210,937,1000,1943,451,561,1012,672,373,1040,24,48,67,63,87,157,759,506,1269,4149,4018,8168,1426,1469,2895,1777,1716,3489,3373,3405,6778
213051465,8129,8630,16762,4787,2587,7368,945,2151,3099,223,251,475,387,490,877,6340,5480,11822,1453,2804,4255,6.1,8.9,7.4,78,63.5,70.5,73.3,57.8,65.3,856,727,1583,150,238,386,1517,1908,3419,806,980,1785,1320,737,2066,41,86,128,112,165,277,1480,990,2469,9053,9165,18218,1604,1695,3299,5550,5504,11045,4268,4583,8851
213051466,4993,5081,10082,3194,1679,4873,514,1162,1673,142,197,337,236,320,558,4077,3360,7440,701,1509,2213,5.8,9.5,7.5,81.7,66.1,73.8,77.1,59.8,68.3,733,636,1369,116,152,268,1177,1376,2554,552,592,1142,667,412,1079,21,39,60,52,69,119,737,519,1254,5306,5193,10494,1387,1414,2795,1824,1781,3604,4186,4177,8364
213051467,7613,8200,15815,3255,1701,4954,937,1659,2595,230,185,407,477,454,928,4893,3990,8884,2143,3519,5663,9.7,11.4,10.4,64.3,48.7,56.2,58.1,43.2,50.3,269,236,500,61,115,179,625,795,1413,509,719,1228,1639,979,2617,91,116,200,131,152,279,1857,1245,3104,7399,7834,15230,1335,1371,2708,4963,5241,10208,3299,3469,6764
213051468,4733,4862,9594,2446,1278,3720,566,1220,1785,166,142,308,227,245,472,3405,2880,6288,1092,1727,2824,6.7,8.5,7.5,71.9,59.2,65.5,67.1,54.3,60.6,127,137,263,57,115,165,407,614,1025,401,538,938,1336,594,1931,43,79,126,83,101,185,1468,770,2244,4575,4621,9200,858,832,1685,3300,3265,6560,1902,1944,3848
214011370,7999,8537,16537,4179,2290,6461,889,2101,2983,235,287,521,343,347,689,5642,5020,10662,1800,2888,4686,6.1,6.9,6.5,70.5,58.8,64.5,66.3,54.8,60.3,112,168,273,54,135,192,502,782,1286,612,933,1544,2286,1225,3513,72,161,229,121,207,326,2480,1592,4071,7989,8268,16257,1155,1253,2404,5204,5322,10527,3470,3730,7202
214011371,9013,9906,18922,3780,2201,5982,1154,2343,3496,220,315,529,481,403,885,5625,5268,10891,2621,3811,6433,8.6,7.6,8.1,62.4,53.2,57.6,57.2,49.1,52.9,209,245,453,132,271,401,840,1259,2104,785,1191,1972,2348,1253,3597,80,158,246,159,237,391,2588,1646,4231,7900,8420,16316,1735,1890,3631,4995,5276,10267,4225,4708,8930
214011372,7603,8232,15837,2972,1531,4505,833,1657,2492,221,244,469,388,384,772,4423,3823,8238,2539,3741,6282,8.8,10,9.4,58.2,46.4,52,53,41.7,47.1,133,128,262,67,134,203,450,687,1135,582,827,1408,2007,1204,3210,74,122,194,119,213,332,2198,1536,3740,7081,7514,14595,1208,1200,2412,4720,4976,9696,3153,3350,6507
214011373,7048,7816,14863,3396,1768,5158,922,2266,3192,187,234,414,226,229,460,4727,4500,9228,2024,2985,5010,4.8,5.1,5,67.1,57.6,62.1,63.9,54.6,59,282,286,571,153,273,426,919,1414,2336,733,977,1712,1748,703,2452,44,95,140,115,173,292,1908,971,2884,7056,7638,14693,1053,1133,2189,4924,5333,10261,2892,3162,6057
214011374,9239,9943,19182,5162,2644,7808,1103,3148,4253,262,356,614,293,325,615,6822,6474,13293,1987,3029,5010,4.3,5,4.6,73.8,65.1,69.3,70.6,61.8,66.1,105,148,259,108,251,356,653,1149,1808,730,1201,1934,3239,1468,4703,65,156,225,143,224,361,3441,1843,5287,9448,9955,19407,1235,1336,2570,6616,6962,13575,3592,3948,7537
214011375,6680,7053,13738,3077,1767,4844,724,1636,2361,182,250,434,292,289,579,4271,3942,8212,1879,2587,4466,6.8,7.3,7.1,63.9,55.9,59.8,59.6,51.8,55.6,134,196,331,93,181,273,588,932,1524,545,873,1414,1898,867,2772,39,97,137,110,164,275,2047,1138,3183,6280,6340,12622,928,1071,1998,4220,4169,8396,2670,2966,5637
214011376,4883,5149,10036,2886,1510,4396,573,1562,2134,151,197,349,171,195,365,3776,3463,7243,897,1482,2376,4.5,5.6,5,77.3,67.3,72.2,73.9,63.5,68.5,132,142,278,60,125,176,525,689,1218,459,704,1169,1323,689,2010,43,68,108,80,129,207,1436,878,2317,5097,5273,10376,846,846,1694,3113,3173,6288,2541,2639,5179
214021377,4510,4927,9434,1723,844,2566,574,1240,1815,126,159,281,132,116,246,2556,2364,4916,1679,2202,3885,5.2,4.9,5,56.7,48,52.1,53.7,45.5,49.4,84,110,192,74,132,201,405,604,1008,371,538,911,1268,544,1821,25,61,87,93,131,220,1389,740,2127,3928,4194,8121,923,958,1878,2416,2525,4939,2336,2496,4834
214021378,2256,2304,4563,864,384,1245,393,668,1061,80,86,164,45,36,80,1379,1170,2549,710,969,1672,3.3,3.1,3.1,61.1,50.8,55.9,59.3,49.4,54.1,155,128,289,51,106,158,416,513,932,225,285,508,436,168,604,13,27,39,25,51,74,472,242,715,2136,2126,4262,287,299,586,1589,1550,3137,784,836,1620
214021379,8940,9052,17988,4054,1774,5823,1052,2318,3367,272,304,572,308,303,614,5688,4700,10384,2659,3725,6380,5.4,6.4,5.9,63.6,51.9,57.7,60.2,48.6,54.3,137,180,316,132,215,343,608,970,1581,730,999,1731,2733,1345,4077,77,142,219,139,231,372,2948,1720,4676,8096,8347,16442,1877,1625,3503,5243,5358,10601,4327,4288,8610
214021380,9177,10986,20165,3760,2074,5838,1055,2708,3758,266,312,573,278,262,543,5351,5360,10712,3324,5043,8369,5.2,4.9,5.1,58.3,48.8,53.1,55.4,46.4,50.4,276,276,556,174,329,503,979,1540,2515,875,1308,2184,2449,1147,3595,66,146,215,159,276,433,2672,1571,4243,8756,10029,18788,1536,1720,3254,5755,6629,12386,4132,4791,8926
214021381,6748,7357,14109,3212,1538,4746,954,2257,3208,142,189,334,190,174,370,4496,4156,8661,1947,2887,4831,4.2,4.2,4.3,66.6,56.5,61.4,63.8,54.2,58.7,441,399,842,168,325,485,1356,1581,2939,754,969,1724,1303,511,1822,30,59,95,90,182,275,1425,761,2185,7045,7503,14546,1006,1078,2084,4945,5210,10154,2878,3152,6026
214021382,6911,7664,14578,3321,1543,4863,900,2412,3317,184,224,406,180,169,350,4583,4351,8932,2021,2973,4993,3.9,3.9,3.9,66.3,56.8,61.3,63.7,54.5,58.9,240,269,515,145,302,444,962,1304,2269,814,1053,1866,1822,714,2538,42,92,128,107,199,302,1963,998,2967,7282,7718,15004,1073,1145,2217,4890,5154,10048,3112,3453,6566
214021383,7141,7372,14507,2337,1089,3420,1000,1880,2883,213,227,444,212,161,371,3760,3361,7116,2800,3428,6234,5.6,4.8,5.2,52.7,45.6,49.1,49.7,43.4,46.5,185,179,358,122,200,318,747,925,1679,602,931,1530,2009,730,2732,61,111,174,123,165,295,2189,1008,3196,6436,6566,13005,1130,1179,2308,4416,4391,8805,2947,3124,6073
214021384,8309,9636,17941,2571,1326,3893,1026,2076,3107,234,271,506,249,238,482,4078,3914,7990,3638,5009,8647,6.1,6.1,6,49.1,40.6,44.5,46.1,38.1,41.8,106,124,231,83,214,297,528,840,1360,605,1023,1632,2494,1092,3585,76,140,217,157,233,391,2729,1462,4190,7567,8559,16121,1327,1479,2803,4919,5516,10436,3634,4169,7805
214021385,7102,7777,14880,3680,1868,5549,900,2377,3276,214,252,468,200,225,426,4998,4725,9720,1702,2592,4291,4,4.8,4.4,70.4,60.8,65.3,67.5,57.8,62.5,94,144,232,82,166,247,452,825,1276,555,984,1540,2397,1059,3456,41,118,155,117,199,315,2552,1375,3924,7085,7463,14550,927,1054,1980,5139,5283,10426,2605,3019,5624
215011386,3830,3262,7094,1197,677,1879,400,769,1167,98,104,203,124,78,201,1820,1628,3451,1840,1453,3288,6.8,4.8,5.8,47.5,49.9,48.6,44.3,47.5,45.8,27,36,63,26,75,105,156,303,456,201,304,506,754,411,1167,35,47,77,42,74,113,832,527,1355,2950,3026,5973,530,532,1060,2146,2194,4338,1169,1242,2413
