POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3557,307,305,615,157,65,220,35,98,127,9,11,23,13,4,20,211,176,386,76,112,186,6.2,2.3,5.2,68.7,57.7,62.8,65.5,57,60.2,3,6,9,3,6,4,16,42,57,20,35,52,99,50,146,3,4,10,7,10,16,111,61,170,327,315,642,29,38,69,242,227,466,94,116,213
POA3558,388,388,775,152,63,222,33,97,127,13,15,24,9,9,20,215,180,395,134,180,316,4.2,5,5.1,55.4,46.4,51,51,45.1,48.1,3,12,14,4,9,8,16,36,47,16,29,51,105,37,139,3,5,10,3,10,13,109,57,163,379,350,730,44,45,88,301,280,576,97,105,203
POA3559,241,204,442,114,47,166,22,50,77,7,6,15,7,3,9,151,112,261,75,83,156,4.6,2.7,3.4,62.7,54.9,59,59.3,50.5,58.4,0,3,5,3,4,8,13,36,47,9,25,30,52,22,75,4,0,5,3,3,5,57,25,86,251,200,450,24,28,47,212,165,372,51,46,99
POA3561,1814,1841,3658,775,328,1104,180,437,622,67,76,141,48,40,88,1075,884,1954,612,819,1427,4.5,4.5,4.5,59.3,48,53.4,56.3,45.7,51,13,14,30,15,33,48,71,161,223,93,147,241,475,227,698,17,34,48,26,42,65,510,304,813,1816,1828,3643,185,210,395,1363,1332,2695,550,593,1139
POA3562,112,113,226,52,30,81,12,28,33,8,3,8,3,0,3,69,60,128,27,42,73,4.3,0,2.3,61.6,53.1,56.6,64.3,54,54,0,0,0,0,0,3,5,8,18,6,6,12,42,19,56,4,6,5,0,0,4,43,19,63,121,112,229,3,3,11,79,76,151,39,31,71
POA3563,338,315,655,152,73,219,50,73,119,14,12,30,6,5,13,218,162,388,99,136,235,2.8,3.1,3.4,64.5,51.4,59.2,63.9,50.2,56.2,0,3,3,0,4,4,14,22,39,14,27,35,122,40,162,4,3,6,3,5,9,128,56,178,344,314,656,44,43,91,257,237,493,116,117,235
POA3564,6226,6823,13050,2650,1482,4134,715,1800,2515,217,247,464,189,167,352,3770,3694,7464,1973,2591,4568,5,4.5,4.7,60.6,54.1,57.2,57.5,51.7,54.5,50,103,156,67,155,220,398,720,1123,343,649,991,1835,857,2693,44,92,132,75,129,208,1955,1078,3032,5982,6383,12363,941,1058,2001,4140,4340,8481,2502,2778,5279
POA3565,47,38,85,12,10,22,4,15,18,3,5,9,4,4,7,25,27,53,16,10,24,16,14.8,13.2,53.2,71.1,62.4,40.4,78.9,57.6,0,0,0,0,0,0,0,3,7,5,3,8,14,7,17,0,0,0,0,0,3,10,3,21,50,44,91,4,4,8,38,39,70,10,14,24
POA3566,215,228,444,94,39,136,25,73,93,10,12,26,8,6,11,137,127,264,61,76,139,5.8,4.7,4.2,63.7,55.7,59.5,60,54.4,57.4,0,0,0,0,3,3,8,10,25,9,18,28,44,30,72,0,6,6,0,0,0,44,35,82,231,218,452,16,23,38,184,178,362,51,55,104
POA3567,282,254,532,127,55,185,27,68,96,7,5,14,8,3,9,174,136,301,89,101,187,4.6,2.2,3,61.7,53.5,56.6,57.1,50.4,55.5,0,0,0,3,9,5,10,20,26,6,17,22,56,26,85,0,5,4,0,3,3,60,40,99,282,243,530,38,25,68,244,211,457,63,55,120
POA3568,1222,1283,2508,488,225,711,133,313,444,53,46,99,22,18,42,691,598,1293,439,601,1040,3.2,3,3.2,56.5,46.6,51.6,55.2,45.5,50,6,8,13,9,17,28,51,120,171,47,107,153,327,125,454,8,19,25,4,24,30,342,166,504,1166,1256,2423,130,147,277,886,883,1761,377,446,830
POA3570,298,303,608,124,54,177,31,85,112,16,13,23,6,8,18,175,154,333,109,131,237,3.4,5.2,5.4,58.7,50.8,54.8,57.4,50.2,51.3,4,4,5,3,3,13,8,28,40,9,36,43,104,37,143,3,8,15,6,5,11,114,50,170,308,321,634,37,34,67,254,266,522,81,71,153
POA3571,129,134,260,71,33,107,8,22,28,6,3,9,0,0,3,89,60,150,30,50,79,0,0,2,69,44.8,57.7,65.9,43.3,55.4,0,0,0,0,3,3,3,15,19,9,12,26,41,17,53,0,0,0,0,6,6,41,21,60,132,124,259,8,8,13,103,93,201,27,35,65
POA3572,59,58,113,36,9,47,3,15,22,3,9,10,0,0,0,46,32,78,14,18,23,0,0,0,78,55.2,69,71.2,56.9,69.9,0,6,6,0,0,3,6,14,20,3,3,7,15,3,23,0,0,0,0,0,0,15,4,22,60,63,125,7,8,10,45,41,94,15,15,32
POA3573,139,117,260,71,23,89,17,28,45,7,7,7,0,3,3,91,57,144,31,49,78,0,5.3,2.1,65.5,48.7,55.4,68.3,49.6,54.2,0,0,0,0,4,4,4,8,12,6,10,21,33,18,47,0,0,3,0,0,0,34,22,56,139,125,266,5,10,18,106,97,201,43,33,70
POA3575,324,334,656,129,68,200,35,73,109,13,15,29,9,10,15,194,162,352,101,145,249,4.6,6.2,4.3,59.9,48.5,53.7,54.6,46.7,51.5,0,3,3,0,12,11,14,42,58,19,23,46,77,33,116,4,6,11,5,3,14,88,50,136,335,345,673,32,42,75,223,233,453,117,127,241
POA3576,29,34,57,15,12,26,0,9,12,0,0,0,0,0,0,18,20,39,7,11,15,0,0,0,62.1,58.8,68.4,51.7,61.8,66.7,0,0,0,0,0,0,0,6,7,3,10,10,6,0,6,0,0,0,0,0,0,11,0,12,26,31,56,3,4,5,24,25,48,9,13,13
POA3579,2171,2291,4460,900,393,1291,214,573,793,68,65,135,68,53,129,1255,1084,2340,749,1019,1766,5.4,4.9,5.5,57.8,47.3,52.5,54.4,45,49.8,13,13,33,13,36,45,86,207,288,118,183,298,595,264,860,21,51,67,31,51,83,642,364,1010,2134,2179,4315,231,264,489,1580,1604,3182,692,726,1416
POA3580,439,412,847,142,58,200,57,110,170,18,18,33,10,5,15,227,190,421,185,197,381,4.4,2.6,3.6,51.7,46.1,49.7,49.4,45.1,47.6,0,3,3,0,4,7,8,28,36,15,38,46,106,57,161,6,3,13,11,5,18,122,69,188,431,386,818,43,47,83,321,283,610,116,127,243
POA3581,78,60,141,36,12,53,3,12,17,3,0,4,3,0,9,45,33,82,30,22,53,6.7,0,11,57.7,55,58.2,53.8,40,52.5,0,0,0,0,3,3,3,3,9,4,6,10,22,12,26,0,3,3,0,3,3,22,12,30,77,66,145,8,8,12,60,49,116,19,18,36
POA3583,93,67,161,32,21,55,10,13,29,5,0,5,3,0,4,54,33,90,26,30,51,5.6,0,4.4,58.1,49.3,55.9,50.5,50.7,55.3,0,0,0,0,0,3,4,5,4,9,4,14,24,14,31,7,0,8,0,0,0,28,18,43,100,70,169,6,11,10,76,52,133,21,23,40
POA3584,454,452,903,181,88,270,33,108,139,14,9,29,9,17,23,237,225,463,140,165,303,3.8,7.6,5,52.2,49.8,51.3,50.2,45.4,48.5,3,5,8,0,6,6,17,44,63,25,35,67,120,42,165,3,12,14,5,18,22,135,70,203,443,415,858,52,35,89,327,299,627,143,143,287
POA3585,4388,4708,9100,1917,1005,2918,459,1112,1571,151,164,312,142,98,241,2666,2376,5045,1232,1832,3065,5.3,4.1,4.8,60.8,50.5,55.4,57.6,48.4,52.8,31,53,89,43,90,133,259,478,740,266,374,645,1049,526,1579,27,79,107,44,86,133,1125,692,1813,4051,4288,8338,708,727,1431,2672,2807,5479,1787,1917,3702
POA3586,333,324,660,154,77,227,42,97,141,16,9,26,10,7,14,218,190,407,74,90,162,4.6,3.7,3.4,65.5,58.6,61.7,63.7,56.5,59.7,3,0,7,0,10,14,14,25,38,15,26,39,108,35,138,4,3,8,3,10,12,110,49,158,338,322,660,21,28,48,250,236,486,95,96,189
POA3588,149,136,287,69,28,96,26,35,58,0,4,7,5,3,8,100,73,171,45,63,106,5,4.1,4.7,67.1,53.7,59.6,63.8,49.3,56.1,0,0,0,0,0,0,0,9,8,5,13,23,44,21,69,3,3,3,3,3,5,47,33,82,161,142,301,13,12,33,133,120,245,36,33,71
POA3589,153,130,281,65,21,87,23,33,59,12,3,12,5,3,9,99,63,166,29,49,74,5.1,4.8,5.4,64.7,48.5,59.1,65.4,43.8,56.2,0,0,0,0,0,0,7,18,23,6,10,18,28,16,42,0,7,9,0,0,3,28,23,53,136,118,257,19,16,31,119,101,214,28,29,54
POA3590,126,136,262,57,30,82,12,45,57,12,3,15,3,3,6,79,80,155,38,39,81,3.8,3.8,3.9,62.7,58.8,59.2,64.3,57.4,58.8,0,0,0,4,3,10,4,20,24,13,12,27,40,20,55,0,3,3,0,4,6,40,25,69,138,144,283,10,18,27,114,106,219,27,38,70
POA3591,71,63,134,29,16,50,11,17,29,0,9,8,0,0,3,45,39,90,17,21,38,0,0,3.3,63.4,61.9,67.2,56.3,66.7,64.9,0,0,0,0,3,3,8,7,12,4,5,14,20,8,26,0,0,0,3,0,4,24,7,28,75,61,139,4,10,12,63,48,115,14,17,29
POA3594,231,216,447,87,42,127,7,45,58,7,5,17,9,7,17,120,104,220,69,85,154,7.5,6.7,7.7,51.9,48.1,49.2,43.7,42.6,45.2,0,0,0,3,4,4,0,12,10,3,22,27,44,17,64,0,3,3,3,5,12,48,25,74,199,187,385,20,20,39,146,140,286,66,70,137
POA3595,276,279,552,78,31,107,15,45,58,8,7,13,14,10,24,114,87,203,110,137,242,12.3,11.5,11.8,41.3,31.2,36.8,36.6,29.7,32.2,0,3,3,0,3,3,9,7,20,11,20,30,65,38,102,0,7,4,0,4,6,72,44,115,247,221,470,25,32,54,179,162,339,79,82,159
POA3596,39,34,70,12,7,20,0,8,11,3,0,8,4,0,4,22,17,40,6,15,22,18.2,0,10,56.4,50,57.1,38.5,44.1,55.7,0,0,0,0,0,0,0,0,0,0,5,5,8,3,15,0,0,0,0,0,0,9,3,14,38,31,71,0,0,4,25,29,57,14,13,24
POA3597,204,158,366,108,37,146,17,30,47,8,7,11,3,7,10,135,84,216,55,60,111,2.2,8.3,4.6,66.2,53.2,59,65.2,46.8,55.7,0,0,0,0,3,3,7,16,22,13,7,24,45,13,57,0,3,3,9,3,12,47,17,70,185,152,334,12,15,24,144,129,270,45,30,74
POA3599,60,47,110,32,10,38,3,9,7,0,0,0,3,3,5,34,19,55,14,22,32,8.8,15.8,9.1,56.7,40.4,50,58.3,40.4,40.9,0,0,0,0,0,0,3,3,3,7,0,3,16,7,15,0,0,3,0,3,4,17,7,22,47,34,78,13,15,28,30,24,59,23,16,40
POA3607,54,57,106,29,12,38,3,12,14,0,0,3,0,0,3,32,30,60,14,18,28,0,0,5,59.3,52.6,56.6,59.3,42.1,51.9,0,0,0,0,3,3,3,3,11,6,5,10,13,4,16,0,0,0,0,0,4,16,8,24,46,42,91,5,9,14,29,34,62,20,14,36
POA3608,1026,1057,2082,416,205,621,113,240,350,34,35,67,26,20,44,588,495,1088,364,481,840,4.4,4,4,57.3,46.8,52.3,54.9,45.4,49.9,9,6,21,3,19,26,49,114,165,57,107,164,287,111,400,4,13,20,8,28,41,306,158,462,931,944,1873,156,157,307,659,650,1307,388,426,815
POA3610,863,593,1452,238,107,347,51,137,187,21,22,44,18,15,33,333,279,613,461,245,710,5.4,5.4,5.4,38.6,47,42.2,35.9,44.9,39.8,6,11,11,10,16,24,16,44,58,40,66,101,162,75,229,3,9,12,3,19,26,166,99,263,575,557,1125,83,83,161,442,430,870,183,185,368
POA3612,783,718,1508,214,98,320,96,153,244,32,24,49,24,15,36,365,288,655,343,373,714,6.6,5.2,5.5,46.6,40.1,43.4,43.7,38.3,40.6,4,6,14,4,10,18,22,51,77,33,67,103,188,74,263,4,9,18,14,13,30,217,95,305,715,686,1403,78,56,129,547,494,1039,221,228,445
POA3614,353,326,680,184,94,280,43,110,150,15,12,27,14,12,19,249,230,479,74,83,157,5.6,5.2,4,70.5,70.6,70.4,68.6,66.3,67.2,8,15,20,3,12,20,24,53,77,18,36,54,114,37,157,4,6,7,3,13,14,120,59,176,389,360,743,35,38,77,296,262,565,97,103,206
POA3616,2149,2191,4341,920,435,1351,225,515,738,101,90,194,72,50,124,1317,1093,2413,657,911,1569,5.5,4.6,5.1,61.3,49.9,55.6,58,47.5,52.6,38,33,75,17,50,71,145,228,372,127,233,358,515,234,747,27,38,62,33,48,80,579,314,893,2106,2077,4185,301,294,596,1478,1442,2921,801,819,1614
POA3617,68,75,135,29,19,47,4,26,31,4,0,11,0,0,0,45,41,84,14,22,37,0,0,0,66.2,54.7,62.2,54.4,60,65.9,0,0,0,0,0,0,5,10,16,0,8,13,12,8,23,0,0,0,0,0,0,12,10,26,61,73,132,4,4,7,55,54,106,11,20,31
POA3618,283,280,560,127,69,195,30,65,89,9,7,17,8,16,26,173,157,328,94,103,196,4.6,10.2,7.9,61.1,56.1,58.6,58.7,50.4,53.8,3,3,3,3,5,6,7,16,28,16,30,47,84,23,109,3,4,4,4,3,8,85,38,123,288,271,553,37,34,69,231,227,454,73,71,148
POA3620,3296,3483,6784,1327,667,1992,350,804,1154,123,115,236,109,88,198,1905,1678,3586,1126,1500,2622,5.7,5.2,5.5,57.8,48.2,52.9,54.6,45.5,49.9,21,39,62,29,65,92,172,328,501,179,340,519,888,416,1309,26,76,97,58,66,127,973,565,1531,3241,3323,6558,413,398,814,2315,2371,4687,1163,1184,2346
POA3621,940,931,1872,428,171,600,102,263,358,25,35,62,25,26,57,581,495,1078,303,376,680,4.3,5.3,5.3,61.8,53.2,57.6,59,50.4,54.5,3,10,9,7,10,15,28,83,113,41,87,127,269,121,386,7,21,30,19,19,41,292,160,455,970,942,1912,138,140,275,681,634,1309,367,391,755
POA3622,195,180,375,91,34,124,21,56,80,11,12,17,3,4,5,126,103,234,49,63,112,2.4,3.9,2.1,64.6,57.2,62.4,63.1,56.7,58.9,3,0,4,0,8,5,8,19,25,11,12,21,55,20,80,3,3,6,3,5,7,62,29,93,191,189,376,12,16,30,154,142,300,39,45,83
POA3623,401,354,762,161,74,235,42,61,106,9,15,22,9,11,25,232,157,390,127,158,287,3.9,7,6.4,57.9,44.4,51.2,52.9,42.4,47.6,0,0,0,3,12,16,14,24,37,17,36,49,113,36,155,4,3,6,4,3,8,121,44,170,372,332,704,37,42,82,289,250,543,108,112,218
POA3624,231,221,454,111,40,155,19,40,63,8,13,13,7,13,17,136,104,240,79,108,190,5.1,12.5,7.1,58.9,47.1,52.9,59.7,42.1,50.9,0,0,0,0,0,0,3,15,22,17,16,29,69,22,94,0,3,3,0,0,7,73,31,101,248,234,477,34,31,60,191,171,359,69,75,140
POA3629,3586,3879,7471,1418,830,2244,373,871,1252,130,141,269,153,137,294,2077,1980,4060,1177,1562,2740,7.4,6.9,7.2,57.9,51,54.3,53.6,47.5,50.4,21,47,68,40,70,115,138,276,417,198,346,546,841,508,1348,33,75,102,48,93,143,917,677,1592,3419,3565,6987,518,576,1099,2488,2601,5088,1259,1376,2636
POA3630,12021,12923,24942,4642,2656,7292,1335,2821,4151,347,375,723,625,447,1071,6946,6293,13236,3949,5452,9396,9,7.1,8.1,57.8,48.7,53.1,52.6,45.3,48.8,260,255,515,148,326,469,823,1336,2155,673,1142,1816,2575,1470,4045,93,184,278,135,206,340,2808,1858,4666,11255,11664,22915,2183,2377,4555,7367,7712,15077,5389,5671,11058
POA3631,4550,4602,9154,2427,1168,3590,492,1392,1883,163,175,329,118,105,220,3197,2831,6028,1075,1492,2574,3.7,3.7,3.6,70.3,61.5,65.9,67.7,59.4,63.4,102,89,186,69,143,216,365,644,1006,344,474,814,1199,466,1663,27,64,95,49,83,131,1281,603,1888,4637,4596,9235,657,683,1340,3317,3213,6530,1752,1854,3607
POA3633,247,222,466,103,60,155,39,66,101,4,13,20,10,5,18,153,141,297,71,65,135,6.5,3.5,6.1,61.9,63.5,63.7,59.1,62.6,59.2,3,0,3,4,12,15,14,26,38,13,29,48,64,22,90,0,3,3,3,7,11,67,33,100,263,238,496,27,29,54,222,193,408,50,58,107
POA3634,759,688,1449,387,193,575,95,208,304,25,26,55,19,14,32,529,443,971,181,185,368,3.6,3.2,3.3,69.7,64.4,67,66.8,62.1,64.5,8,10,19,8,28,35,43,71,110,36,75,114,210,81,290,4,6,11,10,16,30,226,106,329,771,713,1488,85,74,151,611,555,1165,200,189,390
POA3635,226,218,442,120,56,181,22,48,74,5,7,18,3,11,13,150,130,281,62,78,136,2,8.5,4.6,66.4,59.6,63.6,65,50.9,61.8,0,9,6,0,3,4,4,19,28,16,29,42,75,36,102,3,3,11,3,3,3,77,39,119,206,198,408,42,41,85,171,146,318,76,84,165
POA3636,2080,2250,4331,860,437,1300,200,529,731,84,78,160,57,47,103,1201,1095,2294,744,1023,1767,4.7,4.3,4.5,57.7,48.7,53,55,46.4,50.6,16,24,38,13,58,70,89,190,278,118,215,334,532,283,815,22,39,61,33,50,86,585,380,961,2018,2169,4191,288,317,607,1472,1540,3011,751,854,1597
POA3637,256,212,464,147,57,203,17,72,88,14,9,24,10,3,15,188,146,326,57,64,123,5.3,2.1,4.6,73.4,68.9,70.3,69.5,65.1,67.9,3,0,4,0,10,12,6,17,25,20,24,43,75,27,97,0,7,6,5,4,8,80,37,112,273,237,509,28,29,54,204,181,384,77,68,150
POA3638,836,872,1705,356,179,531,93,209,305,28,37,67,15,21,39,497,447,943,291,369,654,3,4.7,4.1,59.4,51.3,55.3,57.1,48.7,53,3,19,20,5,22,30,36,74,104,37,94,135,220,112,329,7,6,10,12,19,22,235,131,370,812,825,1634,128,142,266,605,598,1200,297,314,613
POA3639,244,222,466,101,38,136,23,63,88,8,9,20,4,8,13,139,120,254,90,85,174,2.9,6.7,5.1,57,54.1,54.5,54.1,49.5,52.4,0,5,5,0,5,5,13,18,30,10,14,29,60,31,89,0,0,0,6,4,11,73,35,105,237,208,443,15,14,28,184,169,354,52,46,103
POA3640,415,346,764,207,105,315,40,99,138,18,17,32,10,9,17,268,238,505,122,97,223,3.7,3.8,3.4,64.6,68.8,66.1,63.9,63.9,63.5,0,3,3,0,9,10,15,38,55,31,44,66,115,41,161,3,4,5,4,6,15,118,56,177,436,358,795,70,67,135,319,259,580,152,143,303
POA3641,515,463,979,234,111,348,39,116,156,21,17,34,22,16,30,314,259,568,154,162,313,7,6.2,5.3,61,55.9,58,57.1,52.7,55,0,0,0,6,6,12,15,38,52,19,39,63,136,63,200,4,4,12,3,6,8,140,79,217,500,466,967,72,80,144,348,314,662,194,184,373
POA3644,3759,3812,7573,1467,690,2151,328,822,1150,141,157,294,111,106,213,2039,1774,3815,1364,1698,3060,5.4,6,5.6,54.2,46.5,50.4,51.5,43.8,47.5,23,31,55,19,47,60,179,311,487,185,332,515,905,422,1328,31,54,86,61,81,144,992,557,1553,3513,3514,7026,571,599,1173,2442,2393,4831,1454,1509,2957
POA3646,242,228,466,116,48,163,34,64,91,8,18,27,9,11,16,165,131,299,64,87,149,5.5,8.4,5.4,68.2,57.5,64.2,65.3,57,60.3,3,8,17,3,3,6,16,30,52,12,28,43,62,25,82,4,7,13,3,4,7,69,36,104,242,249,496,24,27,50,203,190,389,58,66,127
POA3647,12,24,40,3,0,6,4,10,9,0,0,0,0,0,0,10,13,20,5,12,10,0,0,0,83.3,54.2,50,58.3,41.7,37.5,3,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,10,3,19,4,16,21,0,0,3,14,21,35
POA3649,181,175,351,74,26,106,16,49,69,10,11,22,3,7,8,114,96,203,52,60,109,2.6,7.3,3.9,63,54.9,57.8,55.2,49.1,56.1,0,0,0,0,3,3,3,19,21,15,16,30,56,19,72,0,0,0,0,6,6,56,27,78,169,167,337,17,21,32,123,133,259,56,47,101
POA3658,2481,2551,5024,1134,521,1652,277,647,929,97,91,185,89,94,185,1598,1351,2947,723,1038,1763,5.6,7,6.3,64.4,53,58.7,60.8,49.4,55.1,30,32,62,14,55,71,104,210,314,160,262,421,802,333,1137,26,45,70,33,51,90,863,431,1293,2519,2489,5009,311,361,675,1761,1758,3521,917,967,1883
POA3659,324,281,607,134,68,205,48,69,110,17,8,29,15,5,19,207,158,362,91,107,196,7.2,3.2,5.2,63.9,56.2,59.6,61.4,51.6,56.7,4,6,11,3,8,9,33,43,79,32,40,73,82,28,110,3,4,9,5,7,15,92,43,132,309,268,575,38,36,76,246,206,455,84,87,169
POA3660,3194,3216,6416,1139,582,1722,357,734,1088,120,98,210,103,114,221,1716,1529,3246,1113,1307,2422,6,7.5,6.8,53.7,47.5,50.6,50.6,44,47.1,24,31,55,30,49,74,154,249,401,177,299,481,796,374,1168,37,68,103,50,72,120,873,511,1386,2796,2860,5653,475,417,889,2095,2097,4188,1011,1048,2060
POA3662,523,265,786,423,74,491,16,51,73,24,8,33,0,17,17,467,149,619,11,99,109,0,11.4,2.7,89.3,56.2,78.8,88.5,50.2,76,11,11,24,4,8,15,25,41,59,57,36,102,103,56,160,13,7,17,14,0,16,126,68,193,255,187,441,354,164,522,28,13,45,510,289,798
POA3663,73,63,138,36,16,55,5,22,28,3,0,6,0,0,3,48,41,84,20,22,40,0,0,3.6,65.8,65.1,60.9,60.3,60.3,64.5,0,3,3,0,3,4,3,8,11,7,8,13,25,13,36,0,0,3,0,0,3,25,16,36,69,63,134,7,11,22,48,46,91,30,31,58
POA3664,440,447,878,183,93,281,50,121,172,18,25,45,8,17,26,267,258,526,136,150,291,3,6.6,4.9,60.7,57.7,59.9,57,53.5,56.7,11,18,25,3,4,10,34,64,95,43,48,93,128,56,183,3,10,18,5,12,16,129,77,206,437,405,836,47,68,116,311,291,603,152,157,307
POA3665,150,160,309,49,32,81,21,36,59,8,8,13,0,3,6,81,79,155,50,66,117,0,3.8,3.9,54,49.4,50.2,52,47.5,49.5,0,3,3,0,4,3,5,24,26,5,14,21,38,17,59,5,3,8,0,7,6,45,23,68,139,146,283,11,13,29,110,111,215,37,49,84
POA3666,1947,2042,3994,698,370,1070,238,481,726,80,63,147,48,43,93,1067,961,2030,712,905,1622,4.5,4.5,4.6,54.8,47.1,50.8,52.2,44.8,48.6,38,27,68,23,57,86,144,222,373,129,223,352,481,230,710,12,31,40,27,48,67,518,307,827,1853,1884,3740,243,272,513,1352,1363,2716,677,702,1379
POA3669,564,610,1172,197,135,332,65,143,206,14,15,32,10,20,30,297,309,601,226,249,475,3.4,6.5,5,52.7,50.7,51.3,48.9,48,48.6,13,9,20,6,21,31,40,74,116,47,78,128,140,70,203,0,5,9,5,23,25,140,94,235,520,567,1087,62,77,140,372,402,770,186,229,412
POA3670,258,238,495,96,49,144,44,70,110,10,12,16,12,11,19,163,130,296,79,86,163,7.4,8.5,6.4,63.2,54.6,59.8,58.1,55,54.5,5,5,8,0,3,3,19,22,41,12,27,45,86,28,113,3,6,11,6,6,14,93,40,135,242,211,448,29,29,62,184,166,346,78,72,150
POA3672,4093,4646,8735,1497,786,2281,422,1018,1442,119,155,272,138,111,254,2181,2065,4244,1615,2232,3846,6.3,5.4,6,53.3,44.4,48.6,49.8,42.2,45.7,52,67,121,52,104,156,226,415,642,297,466,764,1088,552,1639,34,90,121,69,91,162,1188,735,1923,3796,4145,7937,640,742,1391,2691,2902,5593,1584,1815,3396
POA3673,710,735,1444,316,152,472,88,204,290,35,31,65,6,17,23,442,403,845,191,256,451,1.4,4.2,2.7,62.3,54.8,58.5,61.8,52.7,57.3,7,18,29,8,18,29,59,114,173,64,84,145,215,84,294,10,17,27,11,21,26,230,118,348,704,707,1410,58,60,113,515,524,1040,218,227,442
POA3675,751,738,1485,344,175,521,99,225,328,32,31,64,17,14,32,493,446,944,201,237,437,3.4,3.1,3.4,65.6,60.4,63.6,63.2,58.4,61.5,9,22,32,18,34,50,64,108,180,65,94,166,221,97,312,8,15,21,13,14,27,243,123,367,776,753,1529,61,57,117,578,554,1131,230,234,458
POA3677,6798,8054,14853,2756,1496,4252,780,2010,2792,222,272,490,227,217,442,3985,3991,7979,2277,3366,5641,5.7,5.4,5.5,58.6,49.6,53.7,55.3,46.9,50.7,123,142,261,102,198,300,482,898,1372,462,783,1242,1822,1006,2833,72,114,186,95,176,277,1992,1302,3295,6519,7364,13887,1131,1305,2434,4507,5085,9587,2816,3266,6083
POA3678,2643,2538,5183,1248,587,1834,366,815,1178,93,97,193,51,54,104,1756,1550,3305,697,789,1488,2.9,3.5,3.1,66.4,61.1,63.8,64.6,59.1,61.8,41,77,115,59,84,138,225,395,619,239,342,580,743,269,1010,17,33,56,41,45,93,803,357,1157,2689,2614,5302,247,237,478,2076,1964,4038,768,766,1535
POA3682,255,217,476,126,63,190,26,63,85,4,7,14,3,4,15,170,144,314,66,64,121,1.8,2.8,4.8,66.7,66.4,66,61.2,61.3,60.7,4,5,11,4,5,7,15,25,43,10,27,40,75,26,100,0,3,3,6,7,16,85,43,120,265,245,515,24,24,45,212,174,387,66,82,146
POA3683,717,757,1466,288,169,454,91,204,290,35,27,65,29,25,54,436,427,861,224,270,486,6.7,5.9,6.3,60.8,56.4,58.7,57.7,52.8,55.2,10,15,27,4,17,25,39,90,125,40,89,127,212,98,305,12,12,25,18,20,34,240,123,368,697,727,1423,78,81,160,513,514,1030,237,257,491
POA3685,1094,1155,2250,489,276,761,126,288,407,39,46,79,27,29,59,678,632,1315,345,462,808,4,4.6,4.5,62,54.7,58.4,59.8,52.8,55.4,19,28,46,16,31,42,93,138,232,69,121,187,302,151,457,3,17,17,12,22,35,318,189,509,1063,1112,2173,168,179,345,788,821,1607,402,425,827
